poem content,label,confidence
For thy blind old Baloo's sake!,anger,0.8989
Nor dare to act but when we point the way.,anger,0.9611
"spirit accurst:  too cruel that sorrow,",sadness,0.9638
Skilled in soft lyre and softer lays;,neutral,0.8885
You should be silver-gray:,neutral,0.8959
"’Twas the sorrow of a Moorish maiden,",sadness,0.9852
"In the name of the Empress of India, make way,",neutral,0.9417
"The ""Birth of the Muse"" is a miserable fiction.  One good line it",sadness,0.982
Like the grim Consistory on thy booke;,sadness,0.9618
"The blackest, when y'are ne're the worse.",disgust,0.976
"White Swans, ye harbingers of Spring, a greeting fond from me!",joy,0.9401
"And show what the arm of old Erin has in it,",neutral,0.9413
"I wonder if it hurts you mutch to be so big,",surprise,0.9181
"We're safe enough; here in this arm-chair sit,",neutral,0.9107
Then joy to hear the tidings / filled the Lady Kriemhild fair.,joy,0.9897
And pig's trotters both!',anger,0.8777
Shall sweetly join the choir:,joy,0.9235
It moves till its labour be done.,neutral,0.8905
To think I'd ever seek to 'arm a 'air,surprise,0.9078
Too glad to guess if life were good.,joy,0.9879
"O happy arms, where cradled lies,",joy,0.9375
"FROM thine, as then, the healing virtue goes",neutral,0.9564
I've thought of the very best plan:,neutral,0.8806
"When I think on the days o' delight we hae seen,",joy,0.9876
"Which on the Earth refulgent Beams doth send,",neutral,0.8992
"When Ráma reached the lovely tree,",joy,0.9699
"Urged by importunate zeal, and withheld by pangs of contrition;",anger,0.8556
Thro' the noises of the night,fear,0.9385
 Text from the 1815 edition.,neutral,0.8884
The fear whereof doth make him shake and shudder;,fear,0.9938
Who counts it gain,neutral,0.8775
"As I talk I remember all, I remember the Declaration,",neutral,0.9094
The lovelier morals that now smile no more!,joy,0.8777
"The laws confused that man has made, have reason not nor rhyme.",neutral,0.8949
"And elfishly, and elfishly,",neutral,0.9082
Stings the smeller of the youth.,disgust,0.9779
It surges like the wrath-faced father Sea,anger,0.984
To see so awful when he frowned,disgust,0.9423
"To rear an edifice by art so high,",disgust,0.9518
And laid most softly on the kind bronze lips,neutral,0.8896
"Yet with her out-cries from the shades of death,",sadness,0.8807
"And trembles all, but looking at the shade;",fear,0.9747
"Hunters gather, bugles ring.",neutral,0.9455
"Me from his fury, till one only plea,",anger,0.9902
Glance every line and squadron through;,neutral,0.9216
"I wish we could die as the birds die,",sadness,0.864
She cometh shy and slow;,fear,0.9486
"Booted and spurred, with a heavy stride",neutral,0.8996
The mark you carry in your rear,neutral,0.8542
For the false fever heat of strife,anger,0.9187
Oh! who would keep a little bird confined,surprise,0.8623
"Intelligence of Heaven, Angel serene!",joy,0.9364
"Oh, wae 's my life, and sad my heart, vol. v., 17.",sadness,0.9812
And ilk ane worth three hundred pound--,neutral,0.8535
Our women do we shouldst have missed the fate,sadness,0.9033
Our seamless empire strove to rend;,neutral,0.8527
"Barons of mine, see how my son seeks Carle",neutral,0.9059
draws it with the utmost ease.,neutral,0.8994
"“Fear, Rávaṇ, basest of the base:",fear,0.9841
"While scarce the skies her horrid head can bound,",fear,0.9507
I know a spot of calm delight.,joy,0.9238
Bot of his knyhthod undertake,neutral,0.8813
Of long-vanished eras and spheres.,neutral,0.9357
"And wroghte so, that ate laste",neutral,0.872
"And Sagaris, and Idas set on topmost turret-wall.",neutral,0.9006
"(To say nought of beasts). There begins, then, a biting,",disgust,0.9341
"Women feared her, and men soon found",fear,0.9399
"Vith a gent she met promiskous,",disgust,0.9589
"There stood the urchin, as you will divine,",neutral,0.8801
"Till the cornfields rang with laughter,",joy,0.9665
O wandering graves!  O restless sleep!,fear,0.924
"Unto my unhappy chamber', an' lay fast lockt in oblivyon,",sadness,0.9775
But verse just now--I must protest and urge--ill,anger,0.9801
And leave the rest,neutral,0.898
"When, looking westward, I beheld",fear,0.9835
"To my soul, alone, shade among shades.",sadness,0.9246
Of the bright garden-life vouschafed to man,joy,0.9521
WILDLY round our woodland quarters,fear,0.8957
"Whom, for the scourge of ancient sins designed,",disgust,0.8816
"“’Tis none I’ll engage of the maiden band,",neutral,0.9207
Ye died amidst your dying country's cries--,sadness,0.942
Such a mournful (pitiful) outcry of yelling there rose.,sadness,0.9513
That cries for a farewell kiss,sadness,0.9052
"And see disheartened tyrants mourn,",sadness,0.9861
Of plans abandoned and of new plans vain --,sadness,0.87
One well-aimed ball can make us all no more,neutral,0.8533
The heaven of a happy Past!,joy,0.9584
"And loose a flood of fancies, wild and frank.",neutral,0.9404
"Her words,",neutral,0.85
"For help, for cheer,",joy,0.9479
And syne my Sendings return to me.,neutral,0.9411
For twenty years and more,neutral,0.8594
"Of merry Margaret,",joy,0.8733
Let all our strength be hurled;,anger,0.9537
Preferr'd Messenian serfs to Dorian lords?,neutral,0.8881
"But always keep them close unto the wood.""",neutral,0.8725
"Of Nymphs and Fauns, and salvage men, who took",neutral,0.8579
"In sooth wor grand, to see this band,",joy,0.927
Hurl'd swift destruction and black death.,anger,0.8908
Why suffering flows in endless streams,sadness,0.8822
"So lives he, Mammon's priest, not Heaven's,",neutral,0.8952
And chains as strong to Bharat bind,neutral,0.8878
Parent of Demogorgon whose dire mind,fear,0.9452
She paused there for a minute,neutral,0.8506
"So they commenced to chat the time away,",neutral,0.8833
"The heart of the joy, with my content",joy,0.987
And health of sinner's soul;,sadness,0.9139
Of sore repentance in his sorrowful mood.,sadness,0.9675
And to the dark-haired lady spake:,neutral,0.8545
"And the yellow sunflower by the brook in autumn beauty stood,",joy,0.869
Or to give our anguish scope:,sadness,0.886
"And I am but a novice, yet will hope",neutral,0.8975
(I rather chuckle with glee,joy,0.9794
"""You did me the honour, perhaps, to be moved at my side now and",neutral,0.8535
I was as happy as a clam,joy,0.9885
And the people loved her much.,joy,0.8617
Which joyous set out with its message of love;,joy,0.9864
Which Queen Kaikeyí’s anxious ear,fear,0.8796
A cheerful memory of life's fresh spring;,joy,0.992
"At sight of the eminent persons collected,",disgust,0.9048
"Inly with doubt, unless I rid me of it.",fear,0.9566
There is jocular Waggety-Weh.,neutral,0.942
"And left me smiling in the eyes of death,",joy,0.8842
Or just some human sleep.,neutral,0.9577
"=sondry=, different kinds.",neutral,0.8577
While his heart is simply aching for a sight of Southern hills.,sadness,0.9748
But not by open voice or still discourse;,neutral,0.9686
"Of Eurytus Oechalian-born, came forth",neutral,0.8535
With the storm delighteth:,joy,0.9583
"Of slender, sad blossoms, tumultuous tossed crispy and curly",sadness,0.9721
In good King George's glorious days!,joy,0.9647
"Upon his trembling horse, then drove the spur;",fear,0.9927
"Out of his place, pushed by the horned flood,",fear,0.8731
At the stern old pine-tree,anger,0.9047
"This serves for shield in pelting showers, and this",neutral,0.8756
(Are you washed in the blood of the Lamb?),disgust,0.8839
And that dread city of Cabool,fear,0.9835
"Sleep then; or waking, turn and pray again",neutral,0.8983
Then I saw how one in white,surprise,0.8918
"Of this poor heart of mine, till all ties he had broken",sadness,0.9544
"Into contact distant things,",neutral,0.8639
"While bees on thyme, and locusts feed on dew--",disgust,0.8957
I should have died in Spring last year.,sadness,0.9654
"The important sky, whose light or gloom",sadness,0.88
"They have stuff to land with, aft --",neutral,0.9009
And nymphs immured find no release:,sadness,0.8537
"Me tamen urit amor, quis enim modus adsit amori?--POPE.",neutral,0.8943
"Have calmed, yea dulled the heart's swift fluttering beat;",sadness,0.9233
"Irresolute, in nettled ire;",anger,0.971
"""We were all afraid . . . . .",fear,0.9593
Reflected forms that fancies wake,neutral,0.8818
And the nights at each extend;,neutral,0.8939
"Dear Lady, grant in gracious courtesy",neutral,0.8978
"Trip on light fantastic toe,",neutral,0.8681
"Yet, lab'ring well his little spot of ground,",neutral,0.8693
To the imperative will.,neutral,0.904
"By gems he strew'd in waste and wood,",disgust,0.8502
A four-fold host to aid me sent.,joy,0.9492
Is tempered and allayed by sympathies,anger,0.9452
Whose golden beauty now seemed nought and vain,sadness,0.947
Time's thievish progress to eternity.,neutral,0.9026
Else his frown would blight her pleasure.,anger,0.9398
But asks eternity.,neutral,0.8597
"Before him reverent, and both confess'd",disgust,0.9386
She was content to stand far off and watch,neutral,0.8761
"Stirr'd by such mem'ries, bitter tears he shed;",anger,0.9479
"And the rain rains all the day!""",anger,0.8599
We are happy all the time,joy,0.9519
"Kind souls, you wonder why, love you,",surprise,0.9352
Like tipsy Joy that reels with tossing head.,neutral,0.8649
"It lies a little isle mid land,",neutral,0.8813
"""Speak out with Freedom what you have to say,",neutral,0.9292
"Tho' hope, so long delayed, engendered gloom,",sadness,0.9652
That mourns the lovely Rosabelle.,sadness,0.9827
"With six eyes did he weep, and down three chins",sadness,0.9709
"And, like some uncompanioned pine that stands,",neutral,0.8815
The Moon has not chilled me by night;,sadness,0.8699
"In their fury, rolling, roaring,",anger,0.9859
A heart that cannot break.,sadness,0.912
Falleth the lot to lay a charge more grim,sadness,0.9488
"""For, primo; my friend",neutral,0.8967
But one cried of a sudden--'It seems that somewhere there is a,surprise,0.936
"We valued its ups, let us muse on its downs.",neutral,0.9004
"That we saw o'er life's sorrows arisen,",sadness,0.9737
I WILL BE A LADY. Twelfth Edition. 18mo. pp. 173.,sadness,0.8989
"And kindled eyes all blazing bright with revolution's heat,",anger,0.9568
The summit of a hill to storm.,fear,0.9018
"The vultures of the mind,",anger,0.9056
"So it stands in our old records,",neutral,0.9472
"Why so dull and mute, young sinner?",sadness,0.9132
"Thy crystal stream, Afton, how lovely it glides,",joy,0.8947
From his roof he sees them smile),joy,0.8761
A lady of my own.,disgust,0.9658
"The Trojans, whom your deadly hate pursues.",anger,0.8536
"Love for the dead compelled his trembling steps,",fear,0.9808
Than sooty smudges of an ogre's thumbs,disgust,0.9571
"_Mephistopheles_. Ha, bravo? So you're all on fire?",anger,0.8818
"Dead discord, dead injustice, dead despair;",sadness,0.8934
With dazed hand I drew sleep from my eyes;,surprise,0.9659
And they want the State-souldier to set them all free:,neutral,0.8688
Then bitter self-reproaches as I stood,anger,0.9426
Messengers of invitation,neutral,0.9192
"Espectáculos fieros á los ojos,",disgust,0.8599
On the smiling valleys;,joy,0.9762
"""Surely Lempo soon will got thee,",neutral,0.8676
"LOUIS BREDVOLD, _University of Michigan_",neutral,0.9112
"On high the hot sun smiles, and banks of cloud uptower",joy,0.9621
(We who the self-same voyage have perform'd),neutral,0.8698
So I may clasp Vulcan's fair spouse the while.,neutral,0.8862
I'm weeping like the willow,sadness,0.9797
"So palpable and gross.  Ent'ring its shade,",disgust,0.9805
To bring his hen to life again!,joy,0.882
"It furnishes, fat pouts and mud-spawned eels.",disgust,0.9637
Through rugged ranges gleaming,joy,0.903
"So far Orlando wends, he comes to where",neutral,0.9422
"Like Twilight's, too, her dusky hair;",disgust,0.8628
"But for their hurts tooke ayre, and were vndrest,",sadness,0.9021
And ask my business there.,neutral,0.902
Silver-clock!  O Silver-clock!  It was only yesterday,surprise,0.8608
More golden summers; but _like thee_ no friend.,sadness,0.8862
Who then so quick vanished from his eyes:,surprise,0.94
And trace these briny rivulets to their springs.,neutral,0.9586
"So many of my selves are dead,",sadness,0.9041
"Like the old welcomes, which were said to give",neutral,0.8712
"From the fair Cyprian deity, who rolls",neutral,0.8977
"They knew her voice, and were very glad",joy,0.9864
As many years as dayes or flitting houres have been.,neutral,0.9499
"(As you should always do, indeed);",neutral,0.9337
"My book was closed,",sadness,0.9615
"Yes, Nightingale, through all the summer-time",neutral,0.9141
Our heaving breasts the blissful omen cheers:,joy,0.966
Chased from the regions that to her belong,neutral,0.9384
"Yet all one course at length must hold,",neutral,0.9066
Nor work smoking-caps for cousins,neutral,0.8886
"And listen to the flapping of the flame,",neutral,0.854
To wreak returns of vengeance on the foe;,anger,0.9145
Something sad and full of pain--,sadness,0.9796
"Nor grieve thou hast put off thyself awhile,",sadness,0.98
"But ye, who for the living lost",sadness,0.8918
"And round her sea-worn keel, like meadow-sweet",neutral,0.903
Plenty of all these things I have in the box of the carriage.,neutral,0.9085
"Tu lux vera oculis, lux quoque sensibus,",neutral,0.8866
"The rest all fought, and dread the shouts arose",fear,0.982
"Armlets wear I of the master,",neutral,0.9174
We invent wine cleverly.,neutral,0.9262
"High to th' ethereal regions mounted. Part,",neutral,0.8589
He feels nor cold nor dreary.,sadness,0.9169
"And always wear them inside out,",neutral,0.9639
